project_id,span_type,matched_phrase,heading_title,snippet,threshold_extraction_run_at,threshold_llm_run_at
2d3d469fdbc2881a20ba54ac548f3753,resource,extraordinary circumstance,Air Quality,"PA-BIO-10, which establishes standard practices for weed management; therefore, there will be no substantial impacts or extraordinary circumstances with respect to the management of invasive species/noxious weeds. No further analysis is warranted in this EA. Lands/Ac",2026-07-22T17:34:50.050859+00:00,
2dde994aa2a68157d6c0f9827357f9df,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"major Federal action significantly affecting the quality of the human environment within the meaning of NEPA. Thus, the preparation of an environmental impact statement is not required, and WAPA issues this FONSI. The Final EA is approved concurrent with this FONSI. Issued at Loveland, C",2026-07-22T17:34:50.050859+00:00,
2ed2f93bb9d0950062b7f9d3829b70a7,resource,would require an eis,Scenic Resources,"for instream habitat enhancement) may significantly affect the quality of the human environment and thereby require the preparation of an Environmental Impact Statement (EIS). By preparing this EA, we are fulfilling agency policy and direction to comply with NEPA (42 U.S. Code [USC] 4321",2026-07-22T17:34:50.050859+00:00,
2ed2f93bb9d0950062b7f9d3829b70a7,condition,not to exceed,Mitigation Measures,the riparian and floodplain areas. Soils Minimize detrimental soil conditions with total acreage detrimentally impacted not to exceed 20 percent of the total acreage within the activity area including system roads. Where detrimental conditions affect 20,2026-07-22T17:34:50.050859+00:00,
2ed2f93bb9d0950062b7f9d3829b70a7,finding,would require an eis,Finding of No Significant Impact,"ning of the National Environmental Policy Act (NEPA) of 1969 (42 United States Code [USC] 4321 et seq.). Therefore, the preparation of an Environmental Impact Statement (EIS) is not required and BPA is issuing this Finding of No Significant Impact (FONSI) for the Proposed Action. Public",2026-07-22T17:34:50.050859+00:00,
2ed2f93bb9d0950062b7f9d3829b70a7,resource,would require an eis,Scenic Resources,"for instream habitat enhancement) may significantly affect the quality of the human environment and thereby require the preparation of an Environmental Impact Statement (EIS). By preparing this EA, we are fulfilling agency policy and direction to comply with NEPA (42 U.S. Code [USC] 4321",2026-07-22T17:34:50.050859+00:00,
2ed2f93bb9d0950062b7f9d3829b70a7,condition,not to exceed,Mitigation Measures,the riparian and floodplain areas. Soils Minimize detrimental soil conditions with total acreage detrimentally impacted not to exceed 20 percent of the total acreage within the activity area including system roads. Where detrimental conditions affect 20,2026-07-22T17:34:50.050859+00:00,
2eff7e004ba7a0c4bae9d2f2ad17199e,resource,not to exceed,Affected Environment,"the proposed Twin Rivers Hatchery, water withdrawals from the Moyie and Kootenai rivers would be new, with a total rate not to exceed 4 cubic feet per second (cfs) from both rivers and on-site wells. Tables 3-2 and 3-3 show the average monthly discharge",2026-07-22T17:34:50.050859+00:00,
2eff7e004ba7a0c4bae9d2f2ad17199e,finding,would require an eis,Finding of No Significant Impact,"ty of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required, and BPA is issuing this Finding of No Significant Impact (FONSI) for the Proposed Action. Commen",2026-07-22T17:34:50.050859+00:00,
2eff7e004ba7a0c4bae9d2f2ad17199e,resource,not to exceed,Affected Environment,"the proposed Twin Rivers Hatchery, water withdrawals from the Moyie and Kootenai rivers would be new, with a total rate not to exceed 4 cubic feet per second (cfs) from both rivers and on-site wells. Tables 3-2 and 3-3 show the average monthly discharge",2026-07-22T17:34:50.050859+00:00,
2f48487016d928cfdde405e7a65ce8b4,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"ty of the human environment, within the meaning of the National Environmental Policy Act of 1969 (NEPA). Therefore, the preparation of an Environmental Impact Statement (EIS) is not required. ADDRESSES AND FURTHER INFORMATION: Single Copies of the EA and further information about the pro",2026-07-22T17:34:50.050859+00:00,
2fa2ae31a4a1169380d12f747c8c0958,resource,not to exceed,NOISE,"ions that contain noise standards concerning noise emissions from utility-scale wind farms. Antelope County set a limit not to exceed 50 dBA upon any adjoining, nonparticipating landowner’s occupied dwelling and Wheeler County set a limit not to exceed",2026-07-22T17:34:50.050859+00:00,
3153f73d56c98c8ccf40db525981fe01,finding,would require an eis,Finding of No Significant Impact,"line in San Luis Obispo and Kern Counties, California, will not have a significant effect on the human environment. The preparation of an environmental impact statement is therefore not required, and DOE is issuing this Finding of No Significant Impact. Copies of the Final EA are availab",2026-07-22T17:34:50.050859+00:00,
3153f73d56c98c8ccf40db525981fe01,resource,not to exceed,Noise,".3, noise created by new transportation noise sources, including roadway improvement projects, shall be mitigated so as not to exceed 60 dBA Ldn/CNEL daytime or nighttime within outdoor activity areas of residential land uses (i.e., at the property line",2026-07-22T17:34:50.050859+00:00,
3153f73d56c98c8ccf40db525981fe01,resource,not to exceed,Regulatory Framework,".3, noise created by new transportation noise sources, including roadway improvement projects, shall be mitigated so as not to exceed 60 dBA Ldn/CNEL daytime or nighttime within outdoor activity areas of residential land uses (i.e., at the property line",2026-07-22T17:34:50.050859+00:00,
31d097a7b5c23592b23e2067f552fd65,resource,would require an eis,Cultural Resources,"Weir and Fish Trapping Facility will not have a significant effect on the quality of the human environment. Therefore, preparation of an environmental impact statement is not required. APPROVED BY: Will Runnoe Field Manager Cottonwood Field Office Date",2026-07-22T17:34:50.050859+00:00,
322c84ecf58188ae43b9d1ccd27a0ac6,finding,would require an eis,Finding of No Significant Impact,"ning of the National Environmental Policy Act (NEPA) of 1969 (42 United States Code [USC] 4321 et seq.). Therefore, the preparation of an environmental impact statement (EIS) is not required and BPA is issuing this FONSI for the Proposed Action. The Proposed Action is not the type of act",2026-07-22T17:34:50.050859+00:00,
32e0efa8593b592053f96b31c093580c,resource,would be significant if,Cultural Resources,ntal Analysis Approach Table 3.2. Impact Significance Thresholds Resource Area Impact Significance Thresholds An impact would be significant if it EXCEEDS the following conditions.,2026-07-22T17:34:50.050859+00:00,
32e0efa8593b592053f96b31c093580c,resource,would be significant if,Noise,"ntal Analysis Approach Table 3.2. Impact Significance Thresholds Resource Area Impact Significance Thresholds An impact would be significant if it EXCEEDS the following conditions. Human Health and Safety The project, with current and updated safety procedures, w",2026-07-22T17:34:50.050859+00:00,
32f29134d3013e58d034be2e3dcb872f,finding,would require an eis,FINDING OF NO SIGFICANT IMPACT,"ded measures, would not constitute a major federal action significantly affecting the quality of the human environment. Preparation of an environmental impact statement is not required.",2026-07-22T17:34:50.050859+00:00,
33dba1a8afff761a5665764a64f5c943,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"quality of the human environment within the context of the National Environmental Policy Act of 1969 (NEPA). Therefore, preparation of an environmental impact statement (EIS) is not necessary, and DOE is issuing this mitigated FONSI. DOE will implement a Mitigation Action Plan for this p",2026-07-22T17:34:50.050859+00:00,
33dba1a8afff761a5665764a64f5c943,resource,would require an eis,Socioeconomics,"tly affect the quality of the human environment within the context of the National Environmental Policy Act. Therefore, preparation of an environmental impact statement is not required. Issued at Oak Ridge, Tennessee, this-2'5 day of~ 1996. ~~&/ ;:::l Manager U.S. Department of Energy Oa",2026-07-22T17:34:50.050859+00:00,
33dba1a8afff761a5665764a64f5c943,condition,would require an eis,MITIGATION,"tly affect the quality of the human environment within the context of the National Environmental Policy Act. Therefore, preparation of an environmental impact statement is not required. Issued at Oak Ridge, Tennessee, this-2'5 day of~ 1996. ~~&/ ;:::l Manager U.S. Department of Energy Oa",2026-07-22T17:34:50.050859+00:00,
33dba1a8afff761a5665764a64f5c943,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"ity of the human environment within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not necessary, and DOE is issuing this FONSI. DOE will also implement a Mitigation Action Plan for this action",2026-07-22T17:34:50.050859+00:00,
345f2273e925ddf01e2beb609bf7fe3f,resource,not to exceed,Recreation,n dips rather than constructed features (water bars) as much as possible. 5. Trails would be designed for running slope not to exceed one-half the grade of the side slope. The sustainability of trail grades is largely dependent on surface durability—whe,2026-07-22T17:34:50.050859+00:00,
345f2273e925ddf01e2beb609bf7fe3f,resource,not to exceed,Recreation,rain dips rather than constructed features (water bars) as much as possible; Trails would be designed for running slope not to exceed ½ the grade of the side slope. The sustainability of trail grades is largely dependent on surface durability—where trai,2026-07-22T17:34:50.050859+00:00,
34b2bad0e11e1a49dd45def82fbdea41,finding,would require an eis,Finding of No Significant Impact,"r and associated facilities (Proposed Action) would not result in any significant environmental impacts. Therefore, the preparation of an environmental impact statement (EIS) will not be required. The basis for this determination is described in this FONSI. Additional information and cop",2026-07-22T17:34:50.050859+00:00,
35b604ef457271a954474d144371bc7e,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"Cougar Bay Easement Acquisition will not have a significant effect on the quality of the human environment. Therefore, preparation of an environmental impact statement is not required. ___/signed by/_____________ 28 March 2012 Kurt Pavlat, Field Manager Date",2026-07-22T17:34:50.050859+00:00,
364a98f6ed7cc190ee19f1b2e26b8a39,finding,would require an eis,Finding of No Significant Impact,"uality of the human environment, as defined within the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required, and BPA is issuing this Finding of No Significant Impact (FONSI). Copies: For copies of this FON",2026-07-22T17:34:50.050859+00:00,
367e4df9a19eb586d5815d36cce53d52,resource,not to exceed,Threatened and Endangered Species,".8 km) along ephemeral or intermittent drainages, 5.0mi (8.0 km) along perennial drainages, or some combination thereof not to exceed 5.0 mi (8.0 km); b) Provide some vegetation cover for protection from predators, and in drainages, some ephemeral, inte",2026-07-22T17:34:50.050859+00:00,
3689d8443cb2835804a5c9e61ccf1d30,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"d its associated transmission line near Gila Bend, AZ, will not have a significant affect on the human environment. The preparation of an environmental impact statement is therefore not required, and DOE is issuing this Finding of No Significant Impact. Copies of the Final EA are availab",2026-07-22T17:34:50.050859+00:00,
3689d8443cb2835804a5c9e61ccf1d30,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"d its associated transmission line near Gila Bend, AZ, will not have a significant affect on the human environment. The preparation of an environmental impact statement is therefore not required, and DOE is issuing this Finding of No Significant Impact. Copies of the Final EA are availab",2026-07-22T17:34:50.050859+00:00,
3854d03305e52601270b5523a619dd90,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"and infrastructure improvements, and optimized annual throughput of BCT training are not significant, that Page 5 of 15 preparation of an Environmental Impact Statement is unnecessary, and that concluding the NEPA effort with a FNSI is appropriate. 23 June 2020 Date ANTHONY HAMMETT COL,",2026-07-22T17:34:50.050859+00:00,
3854d03305e52601270b5523a619dd90,resource,extraordinary circumstance,Socioeconomics,"e list of Army Categorical Exclusions (CATEXs; per 32 CFR § 651, Appendix D) to determine whether, by type of action or extraordinary circumstance, it would qualify for CATEX. ARNG CATEX documentation was prepared for those projects that met the qualifications; thos",2026-07-22T17:34:50.050859+00:00,
386995675ca91b593ffb0b15780c09fd,finding,not to exceed,FINDING OF NO SIGNIFICANT IMPACT,"land near Jerome, Idaho. This project would be accomplished via issuance of a renewable ROW to NSCC, valid for a period not to exceed 30 years. The project area is located approximately 7.8 miles northeast of Jerome, Idaho (Jerome County), on both BLMad",2026-07-22T17:34:50.050859+00:00,
38d59ecf63522de1d8bb525c3d460348,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"nment within the meaning of the National Environmental Policy Act of 1969 (NEPA), 42 U.S.C. 4321, et seq. Therefore the preparation of an Environmental Impact Statement (EIS) is not required. SINGLE COPIES OF THE ENVIRONMENTAL ASSESSMENT AND FURTHER PROJECT INFORMATION ARE AVAILABLE FROM",2026-07-22T17:34:50.050859+00:00,
39731f518d54bc4ee3f85f4c4837e99e,finding,would require an eis,Finding of No Significant Impact,"o the communities and the economy within the area, economic or social effects are not intended by themselves to require preparation of an environmental impact statement (40 CFR 1508.14.). When evaluating the intensity, or the severity, of the impacts to resources that would occur by impl",2026-07-22T17:34:50.050859+00:00,
39bf8ec8043baea519bffc87f229123d,finding,would require an eis,Finding of No Significant Impact,"defined by the National Environmental Policy Act. Therefore, the preparation of an Environmental Impact Statement is not required, and DOE is issuing this Finding of No Significant Impact. ''''7ob- Issued in Golden, Colorado this ~ d",2026-07-22T17:34:50.050859+00:00,
39bf8ec8043baea519bffc87f229123d,resource,would be significant if,AIR QUALITY,"deral, state, and local air pollution standards and regulations. Air quality impacts from a proposed activity or action would be significant if they: • increase ambient air pollution concentrations above any NAAQS; • contribute to an existing violation of any NAA",2026-07-22T17:34:50.050859+00:00,
3b144317682e9239034cfbdf5a874a20,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"ied in the EA meet the definition of significant in context or intensity as described in 40 CFR 1508.27. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required as per Section 102 (2) of the National Environmental Policy Act. It has been determined that the",2026-07-22T17:34:50.050859+00:00,
3b9626ef13fcc5b64eddfd68ce2a21d1,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"n the MAP as conditions required for Federal funding shall be incorporated into the NREL subcontract to I’SOT, Inc. The preparation of an Environmental Impact Statement is not required, and DOE is issuing this Finding of No Significant Impact. Issued in Golden, Colorado, 7th day of March",2026-07-22T17:34:50.050859+00:00,
3d10fc0a311ee53904a5abc3696cce10,finding,would require an eis,Finding of No Significant Impact,ecommendation: It is recommended that the ROW Grant be approved as described in the applicant's Plan of Operations. The preparation of an Environmental Impact Statement is not recommended. The ROW will be approved under the authority of 43 Code of Federal Regulations Part 2800 (43 CFR 28,2026-07-22T17:34:50.050859+00:00,
3d2cd358b5fc1976ccdd9637bc119a34,finding,would require an eis,Finding of No Significant Impact,"ty of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement is not required and the Department is issuing this FONSI. COPIES OF THE EA ARE AVAILABLE FROM: Wennona A. Brown, Enviro",2026-07-22T17:34:50.050859+00:00,
3d7dfbac4d8c217bf80cef6e01ad65f7,resource,not to exceed,Aesthetics,"egenerator, stack, etc., would be the most noticeable structure, as the stack would be approximately 67 feet in height (not to exceed 72 feet with the flare enclosure), while the major part of the structure would be about 60 feet high. The structure wou",2026-07-22T17:34:50.050859+00:00,
3ddfef79b2662cdf332b990d3826b9f0,finding,would require an eis,Finding of No Significant Impact,"uality of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, preparation of an Environmental Impact Statement (EIS) is not required and BPA is issuing this FONSI for the Proposed Action. The Proposed Action is not the type of act",2026-07-22T17:34:50.050859+00:00,
3e7f7a4931fde242c91abc5af1d86d88,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,my determination that the proposed action would not significantly affect the quality of the human environment and that preparation of an Environmental Impact Statement (EIS) is not required. David Baker Date Acting Field Manager,2026-07-22T17:34:50.050859+00:00,
3f6894614fdae1c2bf1b7b671ba8685f,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"ied in the EA meet the definition of significant in context or intensity as described in 40 CFR 1508.27. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required as per Section 102(2) of the National Environmental Policy Act. This finding and conclusion is ba",2026-07-22T17:34:50.050859+00:00,
41280d09e663bc4e5bd9711e14416be4,finding,would require an eis,Finding of No Significant Impact,"nvironment, within the meaning of the National Environmental Policy Act (NEPA) (42 U.S.C. 4321 et seq.). Therefore, the preparation of an environmental impact statement (EIS) is not required, and BPA is issuing this Finding of No Significant Impact (FONSI) for the Proposed Action. The Pr",2026-07-22T17:34:50.050859+00:00,
41748e9c58759c2259afc9343d31866b,finding,would require an eis,Finding of No Significant Impact,"k are anticipated, relative to the entire drainage, and does not rise to a level of significance that would require the preparation of an Environmental Impact Statement. 5. The degree to which the possible effects on the human environment are highly uncertain or involve unique or unknown",2026-07-22T17:34:50.050859+00:00,
41be23b32b5ca23925d058860d99c94e,finding,not to exceed,Finding of No Significant Impact,Programmatic Fuel Reduction for Fairbanks District Office 001-BLM-AK-F000-2014-0001-EA Small low complexity pile burns not to exceed 40 acres ofvegetation per year Location of Proposed Action: The Proposed action will occur on lands managed by the Cent,2026-07-22T17:34:50.050859+00:00,
423e66736cc96393094fe9e6403528b1,finding,would require an eis,Finding of No Significant Impact,"d to the context and the intensity of impacts analyzed in the EA. Accordingly, the Proposed Action does not require the preparation of an environmental impact statement. For questions about this FONSI or the Final EA, please contact: U.S. Department of Energy Golden Field Office 15013 De",2026-07-22T17:34:50.050859+00:00,
431a5afd72fb9b192e3bbe2064c3dcae,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"ing the quality of the human environment as defined by the National Environmental Policy Act (NEPA) of 1969. Therefore, preparation of an Environmental Impact Statement is not required, and DOE is issuing this FONSI. COPIES OF THE EA ARE AVAILABLE FROM: Ms. Janice L. Murphy Pittsburgh En",2026-07-22T17:34:50.050859+00:00,
43a3ed9ea3cae13472bf9ad81f0f46a6,finding,would require an eis,Finding of No Significant Impact,"ning of the National Environmental Policy Act (NEPA) of 1969 (42 United States Code [USC] 4321 et seq.). Therefore, the preparation of an environmental impact statement (EIS) is not required and BPA is issuing this Finding of No Significant Impact (FONSI) for the Proposed Action. The Pro",2026-07-22T17:34:50.050859+00:00,
475d08cfd56f834ea93f8a8859815dfc,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"action significantly affecting the quality of the environment within the context of NEPA, and thus does not require the preparation of an Environmental Impact Statement (EIS). This FONSI does not constitute a decision to select any alternative, and it is not a decision to proceed with th",2026-07-22T17:34:50.050859+00:00,
48e1965f2585313393a0e82b48f5d492,finding,would require an eis,Finding of No Significant Impact,"ity of the human environment within the meaning of the National Environmental Policy Act of 1969 (NEPA). Therefore, the preparation of an environmental impact statement is not required. DESCRIPTION OF THE PROPOSED ACTION: DOE is proposing to decontaminate and decommission the Juggernaut",2026-07-22T17:34:50.050859+00:00,
49934caad836f456c4c0c5a9d2d251b3,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,significant impacts to the environment under the criteria in Title 40 Code of Federal Regulations 1508.18 and 1508.27. Preparation of an Environmental Impact Statement to further analyze possible impacts is not required pursuant to Section 102(2)(c) of the National Environmental Policy,2026-07-22T17:34:50.050859+00:00,
49a0bac59f5411aa8612d9c74dc694a0,resource,not to exceed,Affected Environment - General Wildlife & Migratory Birds,ww.fws.gov/sites/default/files/documents/nationwide-standard-conservation ￼ measures.pdf. • Establish speed limit signs not to exceed 25 mph (supplementary rules needed) and wildlife crossing signs where needed. • Vent caps will be placed on all open ex,2026-07-22T17:34:50.050859+00:00,
49a0bac59f5411aa8612d9c74dc694a0,resource,not to exceed,Proposed Action – General Wildlife and Migratory Birds,ww.fws.gov/sites/default/files/documents/nationwide-standard-conservation ￼ measures.pdf. • Establish speed limit signs not to exceed 25 mph (supplementary rules needed) and wildlife crossing signs where needed. • Vent caps will be placed on all open ex,2026-07-22T17:34:50.050859+00:00,
49a0bac59f5411aa8612d9c74dc694a0,resource,not to exceed,Wildlife,"d by construction activities, such as staging areas, through native seeding and planting. • Establish speed limit signs not to exceed 25 mph (supplementary rules needed) and wildlife crossing signs where needed. • Vent caps will be placed on all open ex",2026-07-22T17:34:50.050859+00:00,
49a0bac59f5411aa8612d9c74dc694a0,resource,not to exceed,Proposed Action – General Wildlife and Migratory Birds,• Follow the U.S. Fish and Wildlife Service’s nationwide standard conservation measures. • Establish speed limit signs not to exceed 25 mph (supplementary rules needed) • Vent caps will be placed on all open exposed pipes to prevent wildlife entrapment,2026-07-22T17:34:50.050859+00:00,
4ab271e580ffd5af633e1c18a9dd6dcf,finding,would require an eis,Finding of No Significant Impact,"mine whether or not a proposed action will have a significant impact on the human environment and therefore require the preparation of an Environmental Impact Statement (EIS). As defined in 40 CFR 1508.13, a Finding of No Significant Impact (FONSI) is a document that briefly presents the",2026-07-22T17:34:50.050859+00:00,
4ab271e580ffd5af633e1c18a9dd6dcf,resource,not to exceed,Air Quality,ounts of PM-10 and PM-2.5 emissions from the project are expected to be minor compared to other sources in the area and not to exceed standards. The project is likely to reduce the probability of large severe wildfires in the project area (see Issue #4),2026-07-22T17:34:50.050859+00:00,
4c73d73b52436903435706a761eebb76,finding,would require an eis,Finding of No Significant Impact,"ning of the National Environmental Policy Act (NEPA) of 1969 (42 United States Code [USC] 4321 et seq.). Therefore, the preparation of an environmental impact statement (EIS) is not required and BPA is issuing this FONSI for the Proposed Action. The Proposed Action is not the type of act",2026-07-22T17:34:50.050859+00:00,
4c73d73b52436903435706a761eebb76,finding,would require an eis,Finding of No Significant Impact,"icant Impact (FONSI). If, however, BPA determines any of these potential impacts are significant, it would proceed with preparation of an Environmental Impact Statement (EIS) for the proposal. At the conclusion of the NEPA process – either issuance of a FONSI or completion of the EIS pro",2026-07-22T17:34:50.050859+00:00,
4c73d73b52436903435706a761eebb76,finding,not to exceed,Finding of No Significant Impact,"ariability in within-hatchery survival, some flexibility is needed. Therefore, release level targets include a cushion, not to exceed an additional 10 percent of each program’s release target, by the hatchery annually, which must be approved by the mana",2026-07-22T17:34:50.050859+00:00,
4e79accb57c4b8d2fc791685c44fed02,finding,would require an eis,Finding of No Significant Impact,"Proposed Action’s environmental effects, identified in the environmental assessment, would not be significant and thus preparation of an Environmental Impact Statement is not warranted. Since the Project was initiated prior to the September 2020 and subsequent May 2022 revisions to the",2026-07-22T17:34:50.050859+00:00,
4e8d9d64d55f2d8a52e37ada90fc5d3a,resource,not to exceed,AFFECTED ENVIRONMENT,"nable period of time for completion of the project. b The tabulated noise levels may be exceeded by 10 dBA for a period not to exceed 15 minutes in any 1-hr period. Source: Colorado Revised Statutes, Title 25, “Health,” Article 12, “Noise Abatement,” Se",2026-07-22T17:34:50.050859+00:00,
4e8d9d64d55f2d8a52e37ada90fc5d3a,resource,not to exceed,NOISE,"nable period of time for completion of the project. b The tabulated noise levels may be exceeded by 10 dBA for a period not to exceed 15 minutes in any 1-hr period. Source: Colorado Revised Statutes, Title 25, “Health,” Article 12, “Noise Abatement,” Se",2026-07-22T17:34:50.050859+00:00,
4e8d9d64d55f2d8a52e37ada90fc5d3a,resource,not to exceed,Geologic Setting,"nable period of time for completion of the project. b The tabulated noise levels may be exceeded by 10 dBA for a period not to exceed 15 minutes in any 1-hr period. Source: Colorado Revised Statutes, Title 25, “Health,” Article 12, “Noise Abatement,” Se",2026-07-22T17:34:50.050859+00:00,
4e8d9d64d55f2d8a52e37ada90fc5d3a,resource,not to exceed,AFFECTED ENVIRONMENT,"nable period of time for completion of the project. b The tabulated noise levels may be exceeded by 10 dBA for a period not to exceed 15 minutes in any 1-hr period. Source: Colorado Revised Statutes, Title 25, “Health,” Article 12, “Noise Abatement,” Se",2026-07-22T17:34:50.050859+00:00,
4e8d9d64d55f2d8a52e37ada90fc5d3a,resource,not to exceed,NOISE,"nable period of time for completion of the project. b The tabulated noise levels may be exceeded by 10 dBA for a period not to exceed 15 minutes in any 1-hr period. Source: Colorado Revised Statutes, Title 25, “Health,” Article 12, “Noise Abatement,” Se",2026-07-22T17:34:50.050859+00:00,
4e8d9d64d55f2d8a52e37ada90fc5d3a,resource,not to exceed,Geologic Setting,"nable period of time for completion of the project. b The tabulated noise levels may be exceeded by 10 dBA for a period not to exceed 15 minutes in any 1-hr period. Source: Colorado Revised Statutes, Title 25, “Health,” Article 12, “Noise Abatement,” Se",2026-07-22T17:34:50.050859+00:00,
4eac20d53564f64714eb8f6032b4be24,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,significant impacts to the environment under the criteria in Title 40 Code of Federal Regulations 1508.18 and 1508.27. Preparation of an Environmental Impact Statement to further analyze possible impacts is not required pursuant to Section 102(2)(c) of the National Environmental Policy,2026-07-22T17:34:50.050859+00:00,
4f029f5ff92ef6ac551b48dc119cdb92,resource,not to exceed,SOCIOECONOMICS,"to allow use of livestock as a tool to improve soil or vegetation conditions. Utilization of forage on public lands is not to exceed 50% during the dormant season. Use is allowed within the dormant season window between October 15 and March 1, and will",2026-07-22T17:34:50.050859+00:00,
4f029f5ff92ef6ac551b48dc119cdb92,finding,not to exceed,Environmental Consequences,"to allow use of livestock as a tool to improve soil or vegetation conditions. Utilization of forage on public lands is not to exceed 50% during the dormant season. Use is allowed within the dormant season window between October 15 and March 1, and will",2026-07-22T17:34:50.050859+00:00,
50f851606fcceccd42e9088917718a36,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"quality of the human environment within the context of the National Environmental Policy Act of 1969 (NEPA). Therefore, preparation of an environmental impact statement (EIS) is not necessary, and DOE is issuing this Finding of No Significant Impact (FONSI). PUBLIC AVAILABILITY OF EA AND",2026-07-22T17:34:50.050859+00:00,
513843e8b9551e1281e4a19b17f79bba,resource,not to exceed,Air Quality,"of all turbines during certain conditions in the fall and spring migration windows (Aug 1-Oct 31 and March 15-June 15), not to exceed 360 hours per year per turbine. For bats, the horus between sunset and sunrise during migration when termpatures are >5",2026-07-22T17:34:50.050859+00:00,
518ed35b347ed6fc90801343d1c6dbe8,resource,would be significant if,Cultural Resources,ntal Analysis Approach Table 3.2. Impact Significance Thresholds Resource Area Impact Significance Thresholds An impact would be significant if it EXCEEDS the following conditions.,2026-07-22T17:34:50.050859+00:00,
520cc465d3a9676bd714a1d538027745,finding,would require an eis,Finding of No Significant Impact,"Action may result in significant impacts on the environment. A finding that significant impacts may occur requires the preparation of an Environmental Impact Statement (EIS). If the BLM Authorized Officer determines that no significant impacts are expected, then the officer would issue",2026-07-22T17:34:50.050859+00:00,
531c0055aa475d2d41f079107f8d4e27,finding,would require an eis,Finding of No Significant Impact,t is recommended that the Special Recreation Permit be approved as described in the applicant's Plan of Operations. The preparation of an Environmental Impact Statement is not recommended. The Special Recreation Permit will be approved under the authority of 43 Code of Federal Regulation,2026-07-22T17:34:50.050859+00:00,
53d7b8ee6c684e5c713f5f9cbfd847c7,finding,would require an eis,Finding of No Significant Impact,"ning of the National Environmental Policy Act (NEPA) of 1969 (42 United States Code [USC] 4321 et seq.). Therefore, the preparation of an environmental impact statement (EIS) is not required and BPA is issuing this Finding of No Significant Impact (FONSI) for the Proposed Action. The Pro",2026-07-22T17:34:50.050859+00:00,
55b061e2e0fd03a3efd411a3c46783d2,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"ity of the human environment within the meaning of the National Environmental Policy Act of 1969 (NEPA). Therefore, the preparation of an Environmental Impact Statement (EIS) is not necessary, and DOE is issuing this FONSI. PUBLIC AVAILABILITY: The EA Addendum may be reviewed at and copi",2026-07-22T17:34:50.050859+00:00,
56f5cb4286d0729245f0b8b73d61fc52,finding,would require an eis,Finding of No Significant Impact,"ined by the National Environmental Policy Act (NEPA) of 1969 (42 United States Code [USC] 4321 et seq.). Therefore, the preparation of an environmental impact statement (EIS) is not required and BPA is issuing this Finding of No Significant Impact (FONSI) for the Proposed Action. The Pro",2026-07-22T17:34:50.050859+00:00,
583ee81101aa920ea8f8277489795ffb,finding,would require an eis,Finding of No Significant Impact,"tensity as defined in 40 CFR 1508.27 and do not exceed those effects described in applicable land use plans. Therefore, preparation of an environmental impact statement (EIS) to further analyze possible impacts is not required pursuant to Section 102(2)(c) of the National Environmental P",2026-07-22T17:34:50.050859+00:00,
583ee81101aa920ea8f8277489795ffb,finding,would require an eis,Finding of No Significant Impact,"tensity as defined in 40 CFR 1508.27 and do not exceed those effects described in applicable land use plans. Therefore, preparation of an environmental impact statement (EIS) to further analyze possible impacts is not required pursuant to Section 102(2)(c) of the National Environmental P",2026-07-22T17:34:50.050859+00:00,
58d46ce5be85f0f8eaf246a64c1fbdee,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"with the presently included stipulations, will not have environmental impacts at a level of significance sufficient to require an environmental impact statement under the National Environmental Policy Act. An environmental impact statement is not necessary and will not be prepare",2026-07-22T17:34:50.050859+00:00,
