"example_id","suggested_class","example_role","pattern_status","pattern_family","project_id","project_title","lead_agency","document_title","page_number","snippet","notes"
"permit_014","federal_permit","positive","include","relicensing_hydropower_license","2cfb8f22529b3e5581193732ef09ecad","Relicensing the Yuba River Development Project","Federal Energy Regulatory Commission","","1","DRAFT ENVIRONMENTAL IMPACT STATEMENT FOR HYDROPOWER LICENSE Office of Energy Projects May 2018 FERC/EIS-0281D Federal Energy Regulatory Commission Yuba River Development Project Project No. 2246-065 – California.","Best exact relicensing-family hydropower-license example."
"permit_015","federal_permit","positive","include","certificate_public_convenience_and_necessity","f4df4c06-98a2-224d-d923-ded85f203fd0","Floridian Natural Gas Storage Company LNG Export Authorization","Federal Energy Regulatory Commission","U.S. Department of Energy Categorical Exclusion Determination","1-3","FERC has completed an environmental review of the Facility that satisfies the requirements of the National Environmental Policy Act (NEPA) pursuant to an application for a certificate of public convenience and necessity under section 7 of the NGA, 15 USC 717f.","Best exact certificate-of-public-convenience-and-necessity example."
"permit_016","federal_permit","positive","include","amendment_to_presidential_permit","99cc917eb69f63aacf8cdc17c89bdde0","Otay Mesa 230 kV Switchyard and Miguel-Tijuana 230 kV Line Project","Department of Energy","Environmental Assessment for the Proposed Amendment to Presidential Permit (PP-68)","Page-2","Environmental Assessment for the Proposed Amendment to Presidential Permit (PP-68).","Best exact amendment-to-Presidential-Permit title example."
"permit_017","federal_permit","positive","include","issuance_of_presidential_permit","c2bd74d3113761c2f518a08a7bbd6e24","Construction and Operation of the Proposed Bangor Hydro-Electric Company's Second 345-kV Transmission Tie Line to New Brunswick","Department of Energy","Final Environmental Impact Statement for Construction and Operation of the Proposed Bangor Hydro-Electric Company's Second 345-kilovolt Transmission Tie Line to New Brunswick","Page-7","Proposed Action: Issuance of Presidential Permit PP-89 to Bangor Hydro-Electric Company.","Best exact issuance-of-Presidential-Permit example."
"permit_018","federal_permit","positive","include","license_renewal","b7996903435afb21c7a5428354244a51","Subsequent License Renewal of Oconee Nuclear Station, Units 1, 2, and 3","Nuclear Regulatory Commission","Site-Specific Environmental Impact Statement for Subsequent License Renewal of Oconee Nuclear Station, Units 1, 2, and 3 Second Renewal, Draft Report for Comment.","","Issuance of renewed facility operating licenses DPR-38, DPR-47, and DPR-55 for Oconee Nuclear Station, Units 1, 2, and 3, in Seneca, South Carolina.","Best exact renewed-facility-operating-licenses example."
"permit_019","federal_permit","positive","include","nationwide_permit_verification","faaffb89-1e73-aec1-461a-3f0b70c56277","BLM Arroyo del Tuerto bank protection/channel braid deflection","Corps of Engineers--Civil Works","Nationwide Permit (NWP) Verification – Action No. SPA-2016-00062, BLM Arroyo del Tuerto bank protection/channel braid deflection","","Nationwide Permit (NWP) Verification – Action No. SPA-2016-00062, BLM Arroyo del Tuerto bank protection/channel braid deflection.","Best exact paired Nationwide Permit example."
"permit_020","federal_permit","positive","include","npdes_construction_storm_water_general_permit","63cb9578dc2336966951aefde949dd06","Spencer Mineral Materials Project","Forest Service","","","Coverage under the National Pollutant Discharge Elimination System (NPDES) Construction Storm Water General Permit is required for projects that disturb more than one acre of land.","Best exact paired general-permit example."
"permit_021","federal_permit","positive","include","nwp_regional_general_or_standard_individual","ddf38d0a8340559372004c4d33bbb3b0","Janus Solar Project","Power Marketing Administration","Janus Solar Project Draft Environmental Assessment","","A Nationwide, Regional General, or Standard Individual Permit may be required. If Solar Project activity would impact WOTUS, the USACE Denver Regulatory Office should be notified.","Best exact paired Nationwide/Regional General/Standard Individual permit example."
"property_001","federal_property_transaction","positive","include","land_exchange_title","aad5c0f845b958c77a8bfaa9bb88d1e7","Falls Creek Hydroelectric Project and Land Exchange","Department of Energy","Proposed Falls Creek Hydroelectric Project and Land Exchange","Page-1","Falls Creek Hydroelectric Project and Land Exchange.","Clean title-level land-exchange example."
"property_002","federal_property_transaction","positive","include","multi_party_land_exchange","fd3b9f07-70ec-e835-0867-78ccf32c7d5e","U.S. Department of Energy Land Exchange with Jefferson County and the State of Colorado","Department of Energy","U.S. Department of Energy Land Exchange with Jefferson County and the State of Colorado","1-1","The U.S. Department of Energy (DOE) is proposing to conduct a multi-party land exchange with Jefferson County Open Space (JCOS) and the State of Colorado (the State).","Best exact DOE multi-party land-exchange example."
"property_003","federal_property_transaction","positive","include","fee_land_exchange","32de2ac70974b4c64403fbb35742ab91","Acquisition of Florida Power & Light Company Land in the East Everglades Expansion Area","National Park Service","ACQUISITION OF FLORIDA POWER & LIGHT COMPANY LAND IN THE EAST EVERGLADES EXPANSION AREA, EVERGLADES NATIONAL PARK, FLORIDA FINAL ENVIRONMENTAL IMPACT STATEMENT","11","ALTERNATIVE 4: EASEMENT FOR FEE LAND EXCHANGE Under alternative 4, the NPS would acquire fee title to the FPL property (7.4–mile-long corridor containing 320 acres of FPL lands) through an exchange for an easement on NPS property.","Best exact fee-title / easement-for-fee land-exchange example."
"property_004","federal_property_transaction","positive","include","exchange_property_fee_owned_land","d5635898-c13b-3598-a94b-27fe33cb2f58","Bettas Road Substation Land Disposal and Acquisition, Transmission Load Interconnection, and Installation of a New Access Road","Department of Energy","Categorical Exclusion Determination","1-1","Bonneville Power Administration (BPA) proposes to exchange property with Kittitas Public Utility District (KPUD) and allow KPUD to construct a new access road on BPA fee-owned property in response to KPUD's land use request.","Best exact exchange-property plus fee-owned-land example."
"property_005","federal_property_transaction","positive","include","dispose_land_rights","31c46a5a-e60e-acf0-2d6b-99c1f6550f0a","Corkin Substation Land Disposal","Department of Energy","Categorical Exclusion Determination","1-1","Bonneville Power Administration (BPA) proposes to dispose of the land rights beneath a portion of the Chehalis Substation complex (known as the Corkin Substation) to Lewis County Public Utility District (PUD).","Best exact dispose-of-land-rights example."
"property_006","federal_property_transaction","positive","include","sale_land_rights_substation","907c99b4-b4a5-4c8b-657a-454e94d55924","Surprise Lake Substation Sale of Land Rights and Equipment","Department of Energy","Categorical Exclusion Determination – Surprise Lake Substation Sale of Land Rights and Equipment","1-1","Bonneville Power Administration (BPA) proposes to sell its Surprise Lake Substation, including land rights, to the City of Milton.","Best exact substation sale including land rights example."
"property_007","federal_property_transaction","positive","include","sell_in_fee_retain_easement","83267d39-9fe3-e104-aa3e-344b60776924","Proposed Sale of Bonneville Power Administration (BPA) Fee Owned Property to Washington State Department of Transportation (WSDOT) for Interstate On and Off Ramps","Department of Energy","Environmental Clearance Memorandum","1-1","In response to a Land Use Review Request (LURR 20080504), BPA proposes to sell in fee 2.3 acres of land, located in Clark County, Washington, to WSDOT. The land consists of two strips within a residential area, located on either side of Interstate Highway 205 (I-205). WSDOT proposes to build I-205 on and off ramps on the land on either side of I-205. BPA would retain an easement for the land because it contains two transmission lines, both owned and operated by BPA.","Best exact sell-in-fee plus retained-easement example."
"property_008","federal_property_transaction","positive","include","acquire_release_access_road_rights","1b7075f6-2692-0b54-6163-8da1f6c60940","Acquisition of Access Road Easements","Department of Energy","Environmental Clearance Memorandum","1-1","BPA proposes to acquire and release access road rights on several transmission line corridors and substations in order to ensure permanent legal access to BPA facilities for operation and maintenance purposes.","Best exact acquire-and-release-access-road-rights example."
"property_009","federal_property_transaction","positive","include","road_easement_acquisition","fe8667c0-2d8c-88fd-8601-57fe1c52a95f","Acquisition of Multiple Access Road Easements for the Holcomb-Naselle No. 1 Transmission Line","Department of Energy","Categorical Exclusion Determination","1-1","BPA proposes to acquire several road easements to provide dedicated access to its Holcomb-Naselle No. 1 Transmission Line in Pacific County, Washington.","Best exact acquire-several-road-easements example."
"property_010","federal_property_transaction","positive","include","land_rights_acquisition","aab5071b-ff10-d590-a314-8a1aac75750d","Grand Coulee-Okanogan No. 2 transmission line and access road land rights acquisition","Department of Energy","Categorical Exclusion Determination","1-1","Bonneville Power Administration (BPA) proposes to acquire land rights for the existing Grand Coulee-Okanagan No. 2 transmission line and access roads.","Best exact acquire-land-rights example."
"property_011","federal_property_transaction","positive","include","access_road_rights_acquisition","e2c9cfe4-24f2-4647-9385-80ceb834d595","Grizzly Captain Jack Transmission Line Access Road Acquisition","Department of Energy","Categorical Exclusion Determination","1-1","Bonneville Power Administration (BPA) proposes to acquire access road rights to an existing road (BPA access road number 156-010) in order to ensure permanent legal access to BPA's Grizzly-Captain Jack transmission line for operation and maintenance purposes.","Best exact acquire-access-road-rights example."
"property_012","federal_property_transaction","positive","include","easement_exchange","2e403640-6941-e698-295d-294bceafb988","Tacoma-Raver Access Road Easement Exchange","Department of Energy","Environmental Clearance Memorandum","1-1","BPA proposes to acquire and release access road rights on the Tacoma-Raver No. 1 & 2 230-kilovolt transmission line. The City of Auburn has requested release of two access road tracts in exchange for granting an easement to BPA across an existing access road on the City's property.","Best exact access-road easement-exchange example."
"property_013","federal_property_transaction","positive","include","land_purchase_easement_acquisition","d4001eeb-f454-1404-e894-76605086eb57","Troutdale Reynolds Industrial Park Land Purchase and Easement Acquisition","Department of Energy","Categorical Exclusion Determination","1-1","Bonneville Power Administration (BPA) proposes to purchase two lots and line easements within the Port of Portland's Reynolds Industrial Park near Troutdale in Multnomah County, Oregon. BPA currently operates facilities in this area and the acquisition of the lots and associated easements would secure BPA's ability to consider future expansion of facilities at the Port, as remaining vacant land suitable for future development may become unavailable.","Best exact land-purchase plus easement-acquisition example."
"property_014","federal_property_transaction","positive","include","transfer_ownership_associated_easements","43568be0-670e-6161-0257-47a612ec3756","East Omak-Oroville No. 1 and East Omak-Tonasket No. 2 Transmission Line Property Transfer","Department of Energy","Categorical Exclusion Determination","1-1","Bonneville Power Administration (BPA) proposes to transfer ownership of the East Omak-Oroville No. 1 and East Omak-Tonasket No. 2 double-circuit 115-kV transmission lines, associated easements, and three disconnect switches to Okanogan Public Utility District No.1 (Okanogan PUD).","Best exact transfer-ownership plus associated-easements example."
"property_015","federal_property_transaction","positive","include","title_transfer_easements","0e3c99f8-9812-629f-e5af-207dfa4c7158","Black Canyon-Emmett No. 1 Transmission Line Title Transfer","Department of Energy","Categorical Exclusion Determination","1-1","Bonneville Power Administration (BPA) proposes to transfer ownership of its Black Canyon-Emmett No. 1 69-kilovolt (kV) Transmission Line to the US Bureau of Reclamation (USBR). The transfer would include the 3.71-mile transmission line, structures, easements, ancillary equipment, and materials.","Best exact title-transfer-style example with easements and materials."
"property_016","federal_property_transaction","positive","include","asset_transfer_line_easements","556cd64b-7e3a-79e0-e1f2-ef7ccf75402d","Asset Transfer of Cheney and Four Lakes Taps","Department of Energy","Categorical Exclusion Determination","1-1","Bonneville would transfer ownership of the aforementioned transmission lines and substation easement rights together with all assets, including towers, footings, support structures, and appurtenances.","Best exact asset-transfer example when easement rights are part of the transaction."
"property_017","federal_property_transaction","positive","include","asset_exchange_rights_of_way","c384e328-9baf-b501-3930-4b0cef7737ad","BPA and Grays Harbor PUD Asset Exchange","Department of Energy","Categorical Exclusion Determination","1-1","BPA would sell equipment it currently owns at Grays Harbor's South Elma and Elma substations to Grays Harbor, including transformers, breakers, relays, bus work, and arrestors. In exchange, Grays Harbor would sell BPA 6.62 miles of its 6.79 mile Cosmopolis-Aberdeen No. 1 115kV line and existing rights-of-way.","Best exact asset-exchange example where rights-of-way are transferred."
"property_018","unknown","hard_negative","holdout","asset_transfer_no_land_ownership","6650ace9-ac1f-e4fa-5a5c-9a133fb7c391","Grand Coulee Switchyard Asset Transfer Project","Department of Energy","Categorical Exclusion Determination","1-1","There would be no ground disturbing activity and there would be no transfer of land ownership. The only change would be in ownership of assets, through an intergovernmental asset transfer of the specified assets; all other equipment and assets would be retained by USBR.","Do not treat generic asset transfers as property transactions when the text explicitly says there is no transfer of land ownership."
"property_019","","boundary","holdout","prior_land_exchange_background","b2ffb3e9-e6d5-f6db-9eb7-fc6d2c155976","NREL-23-005 STEP Operations - Golden, CO","Department of Energy","U.S. Department of Energy Office of Energy Efficiency and Renewable Energy NEPA Determination","1-5","DOE acquired the property as part of a multi-party land exchange with Jefferson County Open Space and the State of Colorado. DOE completed a NEPA review of the land exchange, and it was signed by the DOE NEPA Compliance Officer on January 19, 2022 (NEPA Control Number: GFO-LandExchangeJeffCO-001).","Background mention of a prior land exchange; the current NEPA trigger is the later DOE operation-and-maintenance action, not the completed exchange."
"property_020","unknown","hard_negative","holdout","programmatic_background_land_exchange","27f91fee2d0aa0a47b7a30b711284306","Updates to the Western Solar Plan","Bureau of Land Management","Updates to the Western Solar Plan Draft Programmatic Environmental Impact Statement","147","lands in the 11-state planning area is constantly changing with the approval of new right-of-way (ROW) authorizations, land exchanges, withdrawals, and the implementation of RMP and management decisions.","Programmatic background/planning language only; do not treat this as a site-specific property-transaction trigger."
"program_001","federal_program","positive","include","programmatic_ivm_pea","e0830101b4741e1770e090845dc634f4","Parker-Davis Transmission System Routine Operation and Maintenance Project and Proposed Integrated Vegetation Management Program","Power Marketing Administration","Parker-Davis Transmission System Routine Operation and Maintenance Project and Proposed Integrated Vegetation Management Program Programmatic Environmental Assessment","","Parker-Davis Transmission System Routine Operation and Maintenance Project and Proposed Integrated Vegetation Management Program Programmatic Environmental Assessment","Clean exact programmatic EA title for the Parker-Davis integrated vegetation management program."
"program_002","federal_program","positive","include","systemwide_ivm_pea","faec045d0d990209b8aada96a616548f","Programmatic Environmental Assessment for System-wide Operations and Maintenance Activities and Integrated Vegetation Management Program","Power Marketing Administration","Programmatic Environmental Assessment for System-wide Operations and Maintenance Activities and Integrated Vegetation Management Program","","Programmatic Environmental Assessment for System-wide Operations and Maintenance Activities and Integrated Vegetation Management Program","Best exact system-wide operations and maintenance programmatic EA title."
"program_003","federal_program","positive","include","solar_program_peis","3911a1890cc10091f853ae8d1817fc09","Solar Energy Development in Six Southwestern States","Bureau of Land Management","Final Programmatic Environmental Impact Statement for Solar Energy Development in Six Southwestern States","","Final Programmatic Environmental Impact Statement for Solar Energy Development in Six Southwestern States","Clean exact Solar PEIS title."
"program_004","federal_program","positive","include","wind_program_peis","86f9755c92d72e72109fb86302e29510","Wind Energy Development on Bureau of Land Management-Administered Lands in the Western United States","Bureau of Land Management","Final Programmatic Environmental Impact Statement on Wind Energy Development on Bureau of Land Management-Administered Lands in the Western United States","","Final Programmatic Environmental Impact Statement on Wind Energy Development on Bureau of Land Management-Administered Lands in the Western United States","Clean exact wind-development programmatic EIS title."
"program_005","federal_program","positive","include","western_solar_peis","27f91fee2d0aa0a47b7a30b711284306","Updates to the Western Solar Plan","Bureau of Land Management","Updates to the Western Solar Plan Draft Programmatic Environmental Impact Statement","","Updates to the Western Solar Plan Draft Programmatic Environmental Impact Statement","Use with Solar PEIS or programmatic EIS context; exact saved title anchor."
"program_006","federal_program","positive","include","uranium_leasing_pea","e4f17bdb94ef13df214876fefb844074","Uranium Leasing Program","Department of Energy","Uranium Leasing Program Final Programmatic Environmental Assessment","","Uranium Leasing Program Final Programmatic Environmental Assessment","Clean exact uranium-leasing programmatic EA title."
"program_007","federal_program","positive","include","ocs_leasing_peis","6427538237f166a999e600a9b99ccb0a","Outer Continental Shelf Oil and Gas Leasing Program: 2012-2017","Bureau of Ocean Energy Management","Outer Continental Shelf Oil and Gas Leasing Program: 2012-2017 Final Programmatic Environmental Impact Statement","","Outer Continental Shelf Oil and Gas Leasing Program: 2012-2017 Final Programmatic Environmental Impact Statement","Clean exact OCS leasing program PEIS title."
"program_008","federal_program","positive","include","ocs_leasing_peis","b563225edff50afce3bab5dfea882497","2024–2029 National Outer Continental Shelf Oil and Gas Leasing Program","Bureau of Ocean Energy Management","2024–2029 National Outer Continental Shelf Oil and Gas Leasing Program Final Programmatic Environmental Impact Statement","","2024–2029 National Outer Continental Shelf Oil and Gas Leasing Program Final Programmatic Environmental Impact Statement","Modern OCS leasing program PEIS title."
"program_009","federal_program","positive","include","energy_corridors_peis","c9432370a03a367ceb6b09fa69837925","Designation of Energy Corridors on Federal Land in the 11 Western States","","Final Programmatic Environmental Impact Statement, Designation of Energy Corridors on Federal Land in the 11 Western States","","Final Programmatic Environmental Impact Statement, Designation of Energy Corridors on Federal Land in the 11 Western States","Best exact corridor-designation PEIS title."
"program_010","federal_program","positive","include","section368_corridor","5696f25f31d6ecba406f67eed39ff1ed","Section 368 Energy Corridor Revisions","Bureau of Land Management","Section 368 Energy Corridor Revisions Resource Management Plan Amendment/Environmental Impact Statement","","Section 368 Energy Corridor Revisions Resource Management Plan Amendment/Environmental Impact Statement","Use as an exact named corridor family, not as a generic RMP amendment rule."
"program_011","federal_program","positive","include","generic_review","fffd67ec0460fd6d6939b262031b3290","License Renewal of Nuclear Plants","Nuclear Regulatory Commission","Final Generic Environmental Impact Statement for License Renewal of Nuclear Plants","","Final Generic Environmental Impact Statement for License Renewal of Nuclear Plants","Clean generic EIS title for the federal_program class."
"program_012","federal_program","positive","include","generic_review","d99695327194b4dd0833d6a1a8607100","Generic Licensing of New Nuclear Reactors","Nuclear Regulatory Commission","Generic Environmental Impact Statement for Licensing of New Nuclear Reactors","","Generic Environmental Impact Statement for Licensing of New Nuclear Reactors","Clean second generic EIS example."
"program_013","federal_program","positive","include","tier1_review","ac05b10d6c3ef664ce1a1b25d1f357c6","State Route 180 Westside Expressway Route Adoption Study","Federal Highway Administration","State Route 180 Westside Expressway Route Adoption Study Final Environmental Impact Report/Tier I Environmental Impact Statement and Section 4(f) Evaluation","","State Route 180 Westside Expressway Route Adoption Study Final Environmental Impact Report/Tier I Environmental Impact Statement and Section 4(f) Evaluation","Clean Tier I EIS title."
"program_014","federal_program","positive","include","tier1_review","4b823069a96af798de975090513c346f","New Jersey Back Bays Coastal Storm Risk Management","Corps of Engineers--Civil Works","New Jersey Back Bays Coastal Storm Risk Management Draft Integrated Feasibility Report and Tier 1 Environmental Impact Statement","","New Jersey Back Bays Coastal Storm Risk Management Draft Integrated Feasibility Report and Tier 1 Environmental Impact Statement","Clean Tier 1 EIS title with integrated report wording."
"program_015","federal_program","positive","include","tier1_review","a31e438ca976afcfc5b76d994ace6608","Tucson to Phoenix Passenger Rail System","Federal Railroad Administration","Draft Tier 1 Environmental Impact Statement","","Draft Tier 1 Environmental Impact Statement","Shortest clean Tier 1 title anchor."
"program_016","federal_program","positive","include","sitewide_review","e42943f5e677b52e69a402cb5c721d96","Site-Wide for the Y-12 National Security Complex","Department of Energy","Final Site-Wide Environmental Impact Statement for the Y-12 National Security Complex","","Final Site-Wide Environmental Impact Statement for the Y-12 National Security Complex","Clean site-wide EIS title."
"program_017","federal_program","positive","include","sitewide_review","db443021e4fb781e5de8db47df629fb1","Continuing Operations at Sandia National Laboratories, California","National Nuclear Security Administration","Final Site-Wide Environmental Assessment (SWEA) for Sandia National Laboratories/California (DOE/EA-1422)","","Final Site-Wide Environmental Assessment (SWEA) for Sandia National Laboratories/California (DOE/EA-1422)","Clean site-wide EA and SWEA acronym example."
"program_018","federal_program","positive","include","sitewide_review","8a3a0356f7cdd10b447bf9fe6ac1d0c0","Continued Operation of the Los Alamos National Laboratory","National Nuclear Security Administration","Draft Site-Wide Environmental Impact Statement for Continued Operation of the Los Alamos National Laboratory","","Draft Site-Wide Environmental Impact Statement for Continued Operation of the Los Alamos National Laboratory","Clean site-wide EIS example for LANL."
"program_019","federal_program","positive","include","integrated_resource_plan","dbadfc85b6763fc9b714f8356bd7dc78","Integrated Resource Plan","Tennessee Valley Authority","Integrated Resource Plan – 2015 Final Supplemental Environmental Impact Statement","","Integrated Resource Plan – 2015 Final Supplemental Environmental Impact Statement","Exact TVA integrated resource plan title paired with supplemental EIS language."
"program_020","federal_program","positive","include","integrated_resource_plan","9ea32c0bbe067b598b48fc486604310c","2025 Integrated Resource Plan","Tennessee Valley Authority","2025 Integrated Resource Plan and Programmatic Environmental Impact Statement","","2025 Integrated Resource Plan and Programmatic Environmental Impact Statement","Exact 2025 TVA integrated resource plan plus programmatic EIS title."
"program_021","federal_program","positive","include","lrm_plan_revision","56540b1cb9a7bb056c196c464b29fbdc","Revision of the Coronado National Forest Land and Resource Management Plan, Cochise, Graham, Pima, Pinal, and Santa Cruz Counties, Arizona, and Hidalgo County, New Mexico","Forest Service","Final Programmatic Environmental Impact Statement for Revision of the Coronado National Forest Land and Resource Management Plan Cochise, Graham, Pima, Pinal, and Santa Cruz Counties, Arizona, and Hidalgo County, New Mexico","","Final Programmatic Environmental Impact Statement for Revision of the Coronado National Forest Land and Resource Management Plan Cochise, Graham, Pima, Pinal, and Santa Cruz Counties, Arizona, and Hidalgo County, New Mexico","Best exact land and resource management plan revision title."
"program_022","federal_program","positive","include","lrm_plan_title","82fbd3bf4a14795ba07381ffda7e7af7","Final San Juan National Forest and Proposed Tres Rios Field Office Land and Resource Management Plan","Forest Service","Final San Juan National Forest and Proposed Tres Rios Field Office Land and Resource Management Plan","","Final San Juan National Forest and Proposed Tres Rios Field Office Land and Resource Management Plan","Title-only land and resource management plan example; use with final/proposed or revision context."
"program_023","","boundary","holdout","land_use_plan_amendment_boundary","96cf6e83ee6e711cf86c6d9651f4efaf","Idaho and Southwestern Montana Greater Sage-Grouse","","Idaho and Southwestern Montana Greater Sage-Grouse Proposed Land Use Plan Amendment/Final Environmental Impact Statement","","Idaho and Southwestern Montana Greater Sage-Grouse Proposed Land Use Plan Amendment/Final Environmental Impact Statement","Strong program/plan example, but held out because land use plan amendment is currently excluded from live rules."
"program_024","","boundary","holdout","land_use_plan_amendment_boundary","17b0fba1a3e81efcb4c947e9e0c00282","Nevada and Northeastern California Greater Sage-Grouse Land Use Plan Amendment","Bureau of Land Management","Nevada and Northeastern California Greater Sage-Grouse Land Use Plan Amendment","","Nevada and Northeastern California Greater Sage-Grouse Land Use Plan Amendment","Hold out as a land-use-plan-amendment family rather than a live include pattern."
"program_025","","boundary","holdout","land_use_plan_amendment_boundary","2d3cf6ca3810523402b3cc8bf84507eb","Utah Greater Sage-Grouse Proposed Land Use Plan Amendment","Bureau of Land Management","Utah Greater Sage-Grouse Proposed Land Use Plan Amendment","","Utah Greater Sage-Grouse Proposed Land Use Plan Amendment","Hold out as a land-use-plan-amendment family rather than a live include pattern."
"program_026","federal_program","positive","include","long_term_management_plan","4d98aae46f3847939819eec65dac6a27","Glen Canyon Dam Long-Term Experimental and Management Plan","Bureau of Reclamation","Glen Canyon Dam Long-Term Experimental and Management Plan Environmental Impact Statement","","Glen Canyon Dam Long-Term Experimental and Management Plan Environmental Impact Statement","Exact management-plan EIS title beyond the core programmatic/PEIS family."
"program_027","","boundary","holdout","rmp_amendment_boundary","29130754fc23c608f2a47810a476b666","Utility-Scale Solar Energy Development and Proposed Resource Management Plan Amendments","Bureau of Land Management","Final Programmatic Environmental Impact Statement and Proposed Resource Management Plan Amendments for Utility-Scale Solar Energy Development","","Final Programmatic Environmental Impact Statement and Proposed Resource Management Plan Amendments for Utility-Scale Solar Energy Development","Programmatic title is strong, but the RMP-amendment component is being held out from live rules for now."
